Unnamed: 0.1,Unnamed: 0,text,author,year,book,title,source,confiance,nb_like,page,url,text_tok,nb_char,nb_lines,haiku,sonnet,vo,quote_react,all_search
133.0,133,"Il brama trois fois  
puis on ne l'entendit plus  
le cerf sous la pluie.",Buson Yosa,,66 Haïku,nan,babelio,,50.0,,https://www.babelio.com/auteur/Buson-Yosa/87318/citations?a=a&pageN=13,il brama trois fois puis on ne l entendit plus le cerf sous la pluie,73,3,True,False,nan,🎶,"il brama trois fois puis on ne l entendit plus le cerf sous la pluieIl brama trois fois  
puis on ne l'entendit plus  
le cerf sous la pluie.buson yosa66 haikunan🎶"
178.0,178,"Bashô parti -  
sans lui désormais l'année  
n'aura pas de fin.",Buson Yosa,,66 Haïku,nan,babelio,,50.0,,https://www.babelio.com/auteur/Buson-Yosa/87318/citations?a=a&pageN=13,basho parti sans lui desormais l annee n aura pas de fin,63,3,True,False,nan,🎶,"basho parti sans lui desormais l annee n aura pas de finBashô parti -  
sans lui désormais l'année  
n'aura pas de fin.buson yosa66 haikunan🎶"
171.0,171,"Viens jouer avec moi  
moineau  
qui n'a pas de mère.",Buson Yosa,,66 Haïku,nan,babelio,,50.0,,https://www.babelio.com/auteur/Buson-Yosa/87318/citations?a=a&pageN=13,viens jouer avec moi moineau qui n a pas de mere,53,3,True,False,nan,🦋,"viens jouer avec moi moineau qui n a pas de mereViens jouer avec moi  
moineau  
qui n'a pas de mère.buson yosa66 haikunan🦋"
,536,"Les chats de la maison, ébahis  
par quelque chose de nouveau,  
Regardent tous dans la même direction",Kerouac,,Livre des haïkus,nan,pdf,5.0,50.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,les chats de la maison ebahis par quelque chose de nouveau regardent tous dans la meme direction,102,3,True,False,"The housecats, amazed  
at something new,  
Looking in the same direction",🦎,"les chats de la maison ebahis par quelque chose de nouveau regardent tous dans la meme directionLes chats de la maison, ébahis  
par quelque chose de nouveau,  
Regardent tous dans la même directionkerouaclivre des haikusnan🦎"
,107,"Mercredi bla-  
bla-bla –  
Mon esprit souffre",Kerouac,,Livre des haïkus,nan,pdf,5.0,50.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,mercredi bla bla bla mon esprit souffre,46,3,True,False,"Wednesday blah  
blah blah —  
My mind hurts",🎶,"mercredi bla bla bla mon esprit souffreMercredi bla-  
bla-bla –  
Mon esprit souffrekerouaclivre des haikusnan🎶"
,121,"J’ai fait du chocolat chaud  
la nuit,  
J’ai chanté près du feu",Kerouac,,Livre des haïkus,nan,pdf,5.0,50.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,j ai fait du chocolat chaud la nuit j ai chante pres du feu,64,3,True,False,"Made hot cocoa  
at night,  
Sang by woodfire",🎶,"j ai fait du chocolat chaud la nuit j ai chante pres du feuJ’ai fait du chocolat chaud  
la nuit,  
J’ai chanté près du feukerouaclivre des haikusnan🎶"
,558,"Crépuscule – Le blizzard  
dissimule tout,  
Même la nuit",Kerouac,,Livre des haïkus,nan,pdf,5.0,50.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,crepuscule le blizzard dissimule tout meme la nuit,57,3,True,False,"Dusk — The blizzard  
hides everything,  
Even the night",🎶,"crepuscule le blizzard dissimule tout meme la nuitCrépuscule – Le blizzard  
dissimule tout,  
Même la nuitkerouaclivre des haikusnan🎶"
,210,"Nuit d’automne –  
ma mère se souvient  
de ma naissance",Kerouac,,Livre des haïkus,nan,pdf,5.0,50.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,nuit d automne ma mere se souvient de ma naissance,56,3,True,False,"Autumn nite —  
my mother remembers  
my birth",🎶,"nuit d automne ma mere se souvient de ma naissanceNuit d’automne –  
ma mère se souvient  
de ma naissancekerouaclivre des haikusnan🎶"
,544,"Les oiseaux  
me surprennent  
De tous côtés",Kerouac,,Livre des haïkus,nan,pdf,5.0,50.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,les oiseaux me surprennent de tous cotes,44,3,True,False,"The birds  
surprise me  
On all sides",🦋,"les oiseaux me surprennent de tous cotesLes oiseaux  
me surprennent  
De tous côtéskerouaclivre des haikusnan🦋"
,543,"Sept oiseaux dans un arbre  
regardent  
Dans toutes les directions",Kerouac,,Livre des haïkus,nan,pdf,5.0,50.0,,https://fr.annas-archive.org/md5/c92dead0dfec51c90f32164d44804602,sept oiseaux dans un arbre regardent dans toutes les directions,67,3,True,False,"Seven birds in a tree,  
looking  
In every direction",🔥,"sept oiseaux dans un arbre regardent dans toutes les directionsSept oiseaux dans un arbre  
regardent  
Dans toutes les directionskerouaclivre des haikusnan🔥"
10.0,10,"Comme fatigué  
par les cerisiers en fleurs -  
Bouddha endormi !", Issa,,,nan,babelio,,50.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,comme fatigue par les cerisiers en fleurs bouddha endormi,65,3,True,False,nan,,"comme fatigue par les cerisiers en fleurs bouddha endormiComme fatigué  
par les cerisiers en fleurs -  
Bouddha endormi !issanannanNone"
4.0,4,"Boue   
Qui s'écoule   
S'éclaircit.",Shoichi Taneda,,,nan,babelio,,50.0,,https://www.babelio.com/auteur/Shoichi-Taneda/191893/citations?a=a&pageN=7,boue qui s ecoule s eclaircit,36,3,True,False,nan,,"boue qui s ecoule s eclaircitBoue   
Qui s'écoule   
S'éclaircit.shoichi tanedanannanNone"
16.0,16,"Sous la pluie d'été   
Raccourcissent   
Les pattes du héron.",Bashô Matsuo,,,nan,babelio,,50.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,sous la pluie d ete raccourcissent les pattes du heron,61,3,True,False,nan,,"sous la pluie d ete raccourcissent les pattes du heronSous la pluie d'été   
Raccourcissent   
Les pattes du héron.basho matsuonannanNone"
20.0,20,"Si je pouvais être  
L'hirondelle  
Qui tout entière se donne à ses pensées.",Natsume Soseki,,,nan,babelio,,50.0,,https://www.babelio.com/auteur/Natsume-Soseki/26696/citations?a=a&pageN=36,si je pouvais etre l hirondelle qui tout entiere se donne a ses pensees,76,3,True,False,nan,,"si je pouvais etre l hirondelle qui tout entiere se donne a ses penseesSi je pouvais être  
L'hirondelle  
Qui tout entière se donne à ses pensées.natsume sosekinannanNone"
23.0,23,"Mon amour a la couleur de la nuit  
Couleur des ténèbres  
Que vient visiter la lune.",Natsume Soseki,,,nan,babelio,,49.0,,https://www.babelio.com/auteur/Natsume-Soseki/26696/citations?a=a&pageN=36,mon amour a la couleur de la nuit couleur des tenebres que vient visiter la lune,85,3,True,False,nan,,"mon amour a la couleur de la nuit couleur des tenebres que vient visiter la luneMon amour a la couleur de la nuit  
Couleur des ténèbres  
Que vient visiter la lune.natsume sosekinannanNone"
24.0,24,"Vent d'hiver  
  qui précipite dans la mer  
  le soleil couchant.",Natsume Soseki,,,nan,babelio,,49.0,,https://www.babelio.com/auteur/Natsume-Soseki/26696/citations?a=a&pageN=36,vent d hiver qui precipite dans la mer le soleil couchant,66,3,True,False,nan,,"vent d hiver qui precipite dans la mer le soleil couchantVent d'hiver  
  qui précipite dans la mer  
  le soleil couchant.natsume sosekinannanNone"
25.0,25,"Jeunes pousses de fougère  
     Ouvrant leurs petits poings  
             Enfin le printemps.",Natsume Soseki,,Haikus,nan,babelio,,48.0,,https://www.babelio.com/auteur/Natsume-Soseki/26696/citations?a=a&pageN=36,jeunes pousses de fougere ouvrant leurs petits poings enfin le printemps,95,3,True,False,nan,,"jeunes pousses de fougere ouvrant leurs petits poings enfin le printempsJeunes pousses de fougère  
     Ouvrant leurs petits poings  
             Enfin le printemps.natsume sosekihaikusnanNone"
2.0,2,"J'épluche une poire   
Du tranchant de la lame   
Le goutte à goutte sucré.",Shiki Masaoka,,,nan,babelio,,47.0,,https://www.babelio.com/auteur/Shiki-Masaoka/87329/citations?a=a&pageN=8,j epluche une poire du tranchant de la lame le goutte a goutte sucre,75,3,True,False,nan,,"j epluche une poire du tranchant de la lame le goutte a goutte sucreJ'épluche une poire   
Du tranchant de la lame   
Le goutte à goutte sucré.shiki masaokanannanNone"
19.0,19,"Nuit glaciale   
La cruche qui éclate   
Me réveille.",Bashô Matsuo,,,nan,babelio,,47.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,nuit glaciale la cruche qui eclate me reveille,53,3,True,False,nan,,"nuit glaciale la cruche qui eclate me reveilleNuit glaciale   
La cruche qui éclate   
Me réveille.basho matsuonannanNone"
26.0,26,"Montagnes d'automne  
  D'indolents nuages traversent  
  le silence du ciel.",Natsume Soseki,,,nan,babelio,,47.0,,https://www.babelio.com/auteur/Natsume-Soseki/26696/citations?a=a&pageN=36,montagnes d automne d indolents nuages traversent le silence du ciel,77,3,True,False,nan,,"montagnes d automne d indolents nuages traversent le silence du cielMontagnes d'automne  
  D'indolents nuages traversent  
  le silence du ciel.natsume sosekinannanNone"
11.0,11,"Sur ma manche  
Elle reprend son souffle  
La luciole en fuite.", Issa,,,nan,babelio,,47.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,sur ma manche elle reprend son souffle la luciole en fuite,63,3,True,False,nan,,"sur ma manche elle reprend son souffle la luciole en fuiteSur ma manche  
Elle reprend son souffle  
La luciole en fuite.issanannanNone"
28.0,28,"Frappé le gong    
Exhale dans l'air recueilli    
Un moustique assoupi.",Natsume Soseki,,,nan,babelio,,47.0,,https://www.babelio.com/auteur/Natsume-Soseki/26696/citations?a=a&pageN=36,frappe le gong exhale dans l air recueilli un moustique assoupi,72,3,True,False,nan,,"frappe le gong exhale dans l air recueilli un moustique assoupiFrappé le gong    
Exhale dans l'air recueilli    
Un moustique assoupi.natsume sosekinannanNone"
27.0,27,"Tous les chrysanthèmes   
Jetez-les donc   
Dans son cercueil.",Natsume Soseki,,,nan,babelio,,47.0,,https://www.babelio.com/auteur/Natsume-Soseki/26696/citations?a=a&pageN=36,tous les chrysanthemes jetez les donc dans son cercueil,62,3,True,False,nan,,"tous les chrysanthemes jetez les donc dans son cercueilTous les chrysanthèmes   
Jetez-les donc   
Dans son cercueil.natsume sosekinannanNone"
1.0,1,"Désolation hivernale   
Je traverse un hameau   
Un chien aboie.",Shiki Masaoka,,,nan,babelio,,47.0,,https://www.babelio.com/auteur/Shiki-Masaoka/87329/citations?a=a&pageN=8,desolation hivernale je traverse un hameau un chien aboie,64,3,True,False,nan,,"desolation hivernale je traverse un hameau un chien aboieDésolation hivernale   
Je traverse un hameau   
Un chien aboie.shiki masaokanannanNone"
18.0,18,"Faisant du rossignol son âme  
  sommeille  
  le saule gracile.",Bashô Matsuo,,,nan,babelio,,47.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,faisant du rossignol son ame sommeille le saule gracile,64,3,True,False,nan,,"faisant du rossignol son ame sommeille le saule gracileFaisant du rossignol son âme  
  sommeille  
  le saule gracile.basho matsuonannanNone"
5.0,5,"Mendiant   
J'accepte   
Le soleil brûlant.",Shoichi Taneda,,,nan,babelio,,46.0,,https://www.babelio.com/auteur/Shoichi-Taneda/191893/citations?a=a&pageN=7,mendiant j accepte le soleil brulant,43,3,True,False,nan,,"mendiant j accepte le soleil brulantMendiant   
J'accepte   
Le soleil brûlant.shoichi tanedanannanNone"
2.0,2,"Sur la pivoine blanche   
Netteté   
De la fourmi.",Buson Yosa,,,nan,babelio,,46.0,,https://www.babelio.com/auteur/Buson-Yosa/87318/citations?a=a&pageN=13,sur la pivoine blanche nettete de la fourmi,50,3,True,False,nan,,"sur la pivoine blanche nettete de la fourmiSur la pivoine blanche   
Netteté   
De la fourmi.buson yosanannanNone"
20.0,20,"S'il dit s'ennuyer en élevant ses enfants  
il ne peut comprendre  
l'élégance des fleurs.",Bashô Matsuo,,Haïkus du temps qui passe,nan,babelio,,46.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,s il dit s ennuyer en elevant ses enfants il ne peut comprendre l elegance des fleurs,90,3,True,False,nan,,"s il dit s ennuyer en elevant ses enfants il ne peut comprendre l elegance des fleursS'il dit s'ennuyer en élevant ses enfants  
il ne peut comprendre  
l'élégance des fleurs.basho matsuohaikus du temps qui passenanNone"
21.0,21,"Dans la rosée du matin   
Maculé de boue   
Un melon frais.",Bashô Matsuo,,,nan,babelio,,45.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,dans la rosee du matin macule de boue un melon frais,59,3,True,False,nan,,"dans la rosee du matin macule de boue un melon fraisDans la rosée du matin   
Maculé de boue   
Un melon frais.basho matsuonannanNone"
12.0,12,"Caché sous les feuilles  
Endormi contre un melon  
Un petit chaton.", Issa,,,nan,babelio,,44.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,cache sous les feuilles endormi contre un melon un petit chaton,68,3,True,False,nan,,"cache sous les feuilles endormi contre un melon un petit chatonCaché sous les feuilles  
Endormi contre un melon  
Un petit chaton.issanannanNone"
3.0,3,"Le vent d'hiver   
Les rochers déchirent   
Le bruit de l'eau.",Buson Yosa,,,nan,babelio,,44.0,,https://www.babelio.com/auteur/Buson-Yosa/87318/citations?a=a&pageN=13,le vent d hiver les rochers dechirent le bruit de l eau,62,3,True,False,nan,,"le vent d hiver les rochers dechirent le bruit de l eauLe vent d'hiver   
Les rochers déchirent   
Le bruit de l'eau.buson yosanannanNone"
23.0,23,"Est-ce une araignée  
qui pleure  
le vent d'automne.",Bashô Matsuo,,,nan,babelio,,44.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,est ce une araignee qui pleure le vent d automne,53,3,True,False,nan,,"est ce une araignee qui pleure le vent d automneEst-ce une araignée  
qui pleure  
le vent d'automne.basho matsuonannanNone"
4.0,4,"On grille des châtaignes -  
tranquilles bavardages  
crépuscule du soir.",Shiki Masaoka,,,nan,babelio,,43.0,,https://www.babelio.com/auteur/Shiki-Masaoka/87329/citations?a=a&pageN=8,on grille des chataignes tranquilles bavardages crepuscule du soir,73,3,True,False,nan,,"on grille des chataignes tranquilles bavardages crepuscule du soirOn grille des châtaignes -  
tranquilles bavardages  
crépuscule du soir.shiki masaokanannanNone"
33.0,33,"Grand bien leur fasse, mais alors, pour commencer, il fallait limiter leur offre d'emploi à quelqu'un qui n'aimait ni les soba ni les dango ! On m'avait donné ma lettre d'engagement sans rien me préciser, et c'était un terrible coup que de frapper inopinément d'un cruel tabou les soba et les dango, pour quelqu'un comme moi qui n'avais d'autres passions ! C'est alors que Tricot rouge reprit la parole :  
« Nous, les profs de collège, faisons essentiellement partie de l'élite de la société, et ne devons pas manifester un goût prononcé pour les plaisirs matériels. Nous y complaire risque de causer une mauvaise influence sur notre caractère. Mais nous n'en sommes pas moins humains, et sans quelque divertissement, il nous est absolument impossible de survivre dans un trou perdu de province. Nous devons nous inventer des divertissements d'élévation spirituelle, comme d'aller à la pêche, de lire de la littérature, de composer des poèmes de forme libre ou des haïkus »  
Face à l'auditoire muet, il avait donné libre cours à sa passion. Si aller en pleine mer pour pêcher des poissons bons à faire de l'engrais, si dire qu'un goruki est un écrivain russe, si aller retrouver sa geisha régulière qui poireaute au pied d'un pin, si écrire « dans le vieil étang, une grenouille fait plouf », c'est ça un divertissement d'élévation spirituelle, eh bien manger du tempura et se goinfrer de dango aussi, ce sont des divertissements d'élévation spirituelle ! Avec sa manière de conseiller des distractions de bas étage, Tricot rouge aurait mieux fait d'aller faire sa lessive.",Natsume Soseki,,Botchan,nan,babelio,,43.0,,https://www.babelio.com/auteur/Natsume-Soseki/26696/citations?a=a&pageN=36,grand bien leur fasse mais alors pour commencer il fallait limiter leur offre d emploi a quelqu un qui n aimait ni les soba ni les dango on m avait donne ma lettre d engagement sans rien me preciser et c etait un terrible coup que de frapper inopinement d un cruel tabou les soba et les dango pour quelqu un comme moi qui n avais d autres passions c est alors que tricot rouge reprit la parole nous les profs de college faisons essentiellement partie de l elite de la societe et ne devons pas manifester un gout prononce pour les plaisirs materiels nous y complaire risque de causer une mauvaise influence sur notre caractere mais nous n en sommes pas moins humains et sans quelque divertissement il nous est absolument impossible de survivre dans un trou perdu de province nous devons nous inventer des divertissements d elevation spirituelle comme d aller a la peche de lire de la litterature de composer des poemes de forme libre ou des haikus face a l auditoire muet il avait donne libre cours a sa passion si aller en pleine mer pour pecher des poissons bons a faire de l engrais si dire qu un goruki est un ecrivain russe si aller retrouver sa geisha reguliere qui poireaute au pied d un pin si ecrire dans le vieil etang une grenouille fait plouf c est ca un divertissement d elevation spirituelle eh bien manger du tempura et se goinfrer de dango aussi ce sont des divertissements d elevation spirituelle avec sa maniere de conseiller des distractions de bas etage tricot rouge aurait mieux fait d aller faire sa lessive,1577,3,True,False,nan,,"grand bien leur fasse mais alors pour commencer il fallait limiter leur offre d emploi a quelqu un qui n aimait ni les soba ni les dango on m avait donne ma lettre d engagement sans rien me preciser et c etait un terrible coup que de frapper inopinement d un cruel tabou les soba et les dango pour quelqu un comme moi qui n avais d autres passions c est alors que tricot rouge reprit la parole nous les profs de college faisons essentiellement partie de l elite de la societe et ne devons pas manifester un gout prononce pour les plaisirs materiels nous y complaire risque de causer une mauvaise influence sur notre caractere mais nous n en sommes pas moins humains et sans quelque divertissement il nous est absolument impossible de survivre dans un trou perdu de province nous devons nous inventer des divertissements d elevation spirituelle comme d aller a la peche de lire de la litterature de composer des poemes de forme libre ou des haikus face a l auditoire muet il avait donne libre cours a sa passion si aller en pleine mer pour pecher des poissons bons a faire de l engrais si dire qu un goruki est un ecrivain russe si aller retrouver sa geisha reguliere qui poireaute au pied d un pin si ecrire dans le vieil etang une grenouille fait plouf c est ca un divertissement d elevation spirituelle eh bien manger du tempura et se goinfrer de dango aussi ce sont des divertissements d elevation spirituelle avec sa maniere de conseiller des distractions de bas etage tricot rouge aurait mieux fait d aller faire sa lessiveGrand bien leur fasse, mais alors, pour commencer, il fallait limiter leur offre d'emploi à quelqu'un qui n'aimait ni les soba ni les dango ! On m'avait donné ma lettre d'engagement sans rien me préciser, et c'était un terrible coup que de frapper inopinément d'un cruel tabou les soba et les dango, pour quelqu'un comme moi qui n'avais d'autres passions ! C'est alors que Tricot rouge reprit la parole :  
« Nous, les profs de collège, faisons essentiellement partie de l'élite de la société, et ne devons pas manifester un goût prononcé pour les plaisirs matériels. Nous y complaire risque de causer une mauvaise influence sur notre caractère. Mais nous n'en sommes pas moins humains, et sans quelque divertissement, il nous est absolument impossible de survivre dans un trou perdu de province. Nous devons nous inventer des divertissements d'élévation spirituelle, comme d'aller à la pêche, de lire de la littérature, de composer des poèmes de forme libre ou des haïkus »  
Face à l'auditoire muet, il avait donné libre cours à sa passion. Si aller en pleine mer pour pêcher des poissons bons à faire de l'engrais, si dire qu'un goruki est un écrivain russe, si aller retrouver sa geisha régulière qui poireaute au pied d'un pin, si écrire « dans le vieil étang, une grenouille fait plouf », c'est ça un divertissement d'élévation spirituelle, eh bien manger du tempura et se goinfrer de dango aussi, ce sont des divertissements d'élévation spirituelle ! Avec sa manière de conseiller des distractions de bas étage, Tricot rouge aurait mieux fait d'aller faire sa lessive.natsume sosekibotchannanNone"
24.0,24,"Sa mort prochaine  
Rien ne la fait prévoir,  
Dans le chant de la cigale.",Bashô Matsuo,,,nan,babelio,,43.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,sa mort prochaine rien ne la fait prevoir dans le chant de la cigale,74,3,True,False,nan,,"sa mort prochaine rien ne la fait prevoir dans le chant de la cigaleSa mort prochaine  
Rien ne la fait prévoir,  
Dans le chant de la cigale.basho matsuonannanNone"
14.0,14,"Premier matin de printemps  
même mon ombre  
est en bonne santé.", Issa,,,nan,babelio,,43.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,premier matin de printemps meme mon ombre est en bonne sante,65,3,True,False,nan,,"premier matin de printemps meme mon ombre est en bonne santePremier matin de printemps  
même mon ombre  
est en bonne santé.issanannanNone"
13.0,13,"Des érables d'automne  
Je m'approche -  
La solitude me prend.", Issa,,,nan,babelio,,43.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,des erables d automne je m approche la solitude me prend,63,3,True,False,nan,,"des erables d automne je m approche la solitude me prendDes érables d'automne  
Je m'approche -  
La solitude me prend.issanannanNone"
7.0,7,"Le bruit incessant des vagues  
Mon village natal  
Si loin.",Shoichi Taneda,,,nan,babelio,,43.0,,https://www.babelio.com/auteur/Shoichi-Taneda/191893/citations?a=a&pageN=7,le bruit incessant des vagues mon village natal si loin,60,3,True,False,nan,,"le bruit incessant des vagues mon village natal si loinLe bruit incessant des vagues  
Mon village natal  
Si loin.shoichi tanedanannanNone"
4.0,4,"On voit dans ses yeux  
Une apparence d'automne  
Vêtements de chanvre.",Buson Yosa,,,nan,babelio,,43.0,,https://www.babelio.com/auteur/Buson-Yosa/87318/citations?a=a&pageN=13,on voit dans ses yeux une apparence d automne vetements de chanvre,71,3,True,False,nan,,"on voit dans ses yeux une apparence d automne vetements de chanvreOn voit dans ses yeux  
Une apparence d'automne  
Vêtements de chanvre.buson yosanannanNone"
37.0,37,"Le temps s'étire  
Soirée de pluie printanière  
Et moi je songe.",Natsume Soseki,,,nan,babelio,,42.0,,https://www.babelio.com/auteur/Natsume-Soseki/26696/citations?a=a&pageN=36,le temps s etire soiree de pluie printaniere et moi je songe,65,3,True,False,nan,,"le temps s etire soiree de pluie printaniere et moi je songeLe temps s'étire  
Soirée de pluie printanière  
Et moi je songe.natsume sosekinannanNone"
16.0,16,"La flopée de mouches   
Échappe à ses claques   
Ah ! cette main ridée.", Issa,,,nan,babelio,,42.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,la flopee de mouches echappe a ses claques ah cette main ridee,71,3,True,False,nan,,"la flopee de mouches echappe a ses claques ah cette main rideeLa flopée de mouches   
Échappe à ses claques   
Ah ! cette main ridée.issanannanNone"
15.0,15,"Une  brise si douce sur le blé vert  
  qu'elle fait trembler  
  le papillon.", Issa,,,nan,babelio,,42.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,une brise si douce sur le ble vert qu elle fait trembler le papillon,78,3,True,False,nan,,"une brise si douce sur le ble vert qu elle fait trembler le papillonUne  brise si douce sur le blé vert  
  qu'elle fait trembler  
  le papillon.issanannanNone"
26.0,26,"La mer s'assombrit -   
Le cri des canards sauvages   
Est vaguement blanc.",Bashô Matsuo,,,nan,babelio,,42.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,la mer s assombrit le cri des canards sauvages est vaguement blanc,75,3,True,False,nan,,"la mer s assombrit le cri des canards sauvages est vaguement blancLa mer s'assombrit -   
Le cri des canards sauvages   
Est vaguement blanc.basho matsuonannanNone"
5.0,5,"Le foulard de la fillette    
Trop bas sur les yeux    
Un charme fou.",Buson Yosa,,,nan,babelio,,42.0,,https://www.babelio.com/auteur/Buson-Yosa/87318/citations?a=a&pageN=13,le foulard de la fillette trop bas sur les yeux un charme fou,70,3,True,False,nan,,"le foulard de la fillette trop bas sur les yeux un charme fouLe foulard de la fillette    
Trop bas sur les yeux    
Un charme fou.buson yosanannanNone"
17.0,17,"L'arbre du prunier  
  Dont l'esprit me rend doux  
  Ô les feuilles vertes.", Issa,,,nan,babelio,,41.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,l arbre du prunier dont l esprit me rend doux o les feuilles vertes,76,3,True,False,nan,,"l arbre du prunier dont l esprit me rend doux o les feuilles vertesL'arbre du prunier  
  Dont l'esprit me rend doux  
  Ô les feuilles vertes.issanannanNone"
28.0,28,"Dans une humble chaumière  
les feuilles de thé ratissées  
après l'orage.",Bashô Matsuo,,,nan,babelio,,41.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,dans une humble chaumiere les feuilles de the ratissees apres l orage,74,3,True,False,nan,,"dans une humble chaumiere les feuilles de the ratissees apres l orageDans une humble chaumière  
les feuilles de thé ratissées  
après l'orage.basho matsuonannanNone"
27.0,27,"Enseveli dans la mousse  
le lierre distrait  
une prière bouddhiste.",Bashô Matsuo,,,nan,babelio,,41.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,enseveli dans la mousse le lierre distrait une priere bouddhiste,69,3,True,False,nan,,"enseveli dans la mousse le lierre distrait une priere bouddhisteEnseveli dans la mousse  
le lierre distrait  
une prière bouddhiste.basho matsuonannanNone"
7.0,7,"Chaque fleur qui tombe  
Les fait vieillir davantage   
Les branches de prunier !",Buson Yosa,,,nan,babelio,,40.0,,https://www.babelio.com/auteur/Buson-Yosa/87318/citations?a=a&pageN=13,chaque fleur qui tombe les fait vieillir davantage les branches de prunier,81,3,True,False,nan,,"chaque fleur qui tombe les fait vieillir davantage les branches de prunierChaque fleur qui tombe  
Les fait vieillir davantage   
Les branches de prunier !buson yosanannanNone"
20.0,20,"Oie, oie sauvage  
Tu l'as fait à quel âge  
Ton premier voyage ?", Issa,,,nan,babelio,,40.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,oie oie sauvage tu l as fait a quel age ton premier voyage,65,3,True,False,nan,,"oie oie sauvage tu l as fait a quel age ton premier voyageOie, oie sauvage  
Tu l'as fait à quel âge  
Ton premier voyage ?issanannanNone"
19.0,19,"J'ai emprunté ma chaumière   
Aux puces et aux moustiques   
Et j'ai dormi.", Issa,,,nan,babelio,,40.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,j ai emprunte ma chaumiere aux puces et aux moustiques et j ai dormi,75,3,True,False,nan,,"j ai emprunte ma chaumiere aux puces et aux moustiques et j ai dormiJ'ai emprunté ma chaumière   
Aux puces et aux moustiques   
Et j'ai dormi.issanannanNone"
30.0,30,"Aux admirateurs de lune  
Les nuages parfois  
Offrent une pause.",Bashô Matsuo,,,nan,babelio,,40.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,aux admirateurs de lune les nuages parfois offrent une pause,65,3,True,False,nan,,"aux admirateurs de lune les nuages parfois offrent une pauseAux admirateurs de lune  
Les nuages parfois  
Offrent une pause.basho matsuonannanNone"
6.0,6,"Étang dégelé.    
Une crevette bouge    
Dans de vieilles algues.",Shiki Masaoka,,,nan,babelio,,40.0,,https://www.babelio.com/auteur/Shiki-Masaoka/87329/citations?a=a&pageN=8,etang degele une crevette bouge dans de vieilles algues,65,3,True,False,nan,,"etang degele une crevette bouge dans de vieilles alguesÉtang dégelé.    
Une crevette bouge    
Dans de vieilles algues.shiki masaokanannanNone"
29.0,29,"Du profond du pistil de la pivoine  
  émerge une abeille  
  à contre-coeur.",Bashô Matsuo,,,nan,babelio,,40.0,,https://www.babelio.com/auteur/Basho-Matsuo/69220/citations?a=a&pageN=24,du profond du pistil de la pivoine emerge une abeille a contre coeur,77,3,True,False,nan,,"du profond du pistil de la pivoine emerge une abeille a contre coeurDu profond du pistil de la pivoine  
  émerge une abeille  
  à contre-coeur.basho matsuonannanNone"
22.0,22,"Sur les écrans de papier   
Elles font des arabesques   
Les chiures de mouches.", Issa,,,nan,babelio,,39.0,,https://www.babelio.com/auteur/-Issa/69056/citations?a=a&pageN=11,sur les ecrans de papier elles font des arabesques les chiures de mouches,80,3,True,False,nan,,"sur les ecrans de papier elles font des arabesques les chiures de mouchesSur les écrans de papier   
Elles font des arabesques   
Les chiures de mouches.issanannanNone"
